annual_inc,open_acc,purpose,home_ownership,inq_last_6mths
71000,6,debt_consolidation,RENT,0
170000,23,debt_consolidation,OWN,2
60000,17,credit_card,MORTGAGE,0
47000,5,home_improvement,MORTGAGE,0
116000,14,debt_consolidation,RENT,5
54000,8,debt_consolidation,RENT,0
52000,13,debt_consolidation,MORTGAGE,2
95000,9,credit_card,MORTGAGE,0
62500,13,medical,RENT,4
70000,12,debt_consolidation,OWN,0
67000,7,debt_consolidation,MORTGAGE,0
80000,8,debt_consolidation,MORTGAGE,0
40000,12,debt_consolidation,MORTGAGE,0
78855,11,debt_consolidation,MORTGAGE,0
89000,10,debt_consolidation,MORTGAGE,0
74000,11,debt_consolidation,MORTGAGE,0
62000,13,home_improvement,OWN,0
42000,17,credit_card,OWN,1
26700,9,home_improvement,OWN,2
122580,10,credit_card,MORTGAGE,0
150000,19,debt_consolidation,MORTGAGE,0
175000,18,debt_consolidation,MORTGAGE,0
120000,9,debt_consolidation,MORTGAGE,2
98000,20,debt_consolidation,MORTGAGE,2
95000,17,debt_consolidation,MORTGAGE,0
25000,12,debt_consolidation,RENT,0
60000,8,debt_consolidation,RENT,0
24000,9,debt_consolidation,RENT,0
75000,6,debt_consolidation,RENT,0
65000,10,debt_consolidation,MORTGAGE,1
64500,8,debt_consolidation,MORTGAGE,0
45000,8,debt_consolidation,OWN,0
47000,10,debt_consolidation,RENT,0
120000,16,credit_card,MORTGAGE,0
2e+05,5,debt_consolidation,MORTGAGE,0
50000,7,credit_card,RENT,0
67000,13,debt_consolidation,MORTGAGE,2
220000,11,debt_consolidation,RENT,3
115000,31,debt_consolidation,RENT,2
95000,5,debt_consolidation,MORTGAGE,0
70000,4,debt_consolidation,RENT,0
104000,19,credit_card,MORTGAGE,2
69950,26,other,RENT,0
45000,9,credit_card,RENT,1
70000,19,debt_consolidation,OWN,1
106500,2,debt_consolidation,RENT,0
51000,8,home_improvement,MORTGAGE,0
50000,6,debt_consolidation,RENT,0
65000,15,debt_consolidation,MORTGAGE,0
15000,4,debt_consolidation,RENT,0
70700,7,debt_consolidation,MORTGAGE,0
75000,10,credit_card,MORTGAGE,0
75000,13,credit_card,MORTGAGE,0
21660,11,credit_card,RENT,0
180000,16,debt_consolidation,MORTGAGE,0
26000,6,educational,RENT,3
57000,11,debt_consolidation,RENT,1
31200,16,debt_consolidation,MORTGAGE,1
29000,3,debt_consolidation,RENT,0
40000,10,debt_consolidation,RENT,1
155000,5,debt_consolidation,MORTGAGE,0
72000,15,credit_card,MORTGAGE,0
27000,13,credit_card,RENT,1
105000,22,moving,MORTGAGE,0
40000,16,debt_consolidation,RENT,0
56000,12,debt_consolidation,MORTGAGE,2
75000,11,small_business,MORTGAGE,2
40250,13,credit_card,RENT,2
40000,8,debt_consolidation,MORTGAGE,2
180000,23,debt_consolidation,OWN,1
75000,10,credit_card,MORTGAGE,0
80225,17,debt_consolidation,MORTGAGE,0
55361,12,debt_consolidation,RENT,3
65000,15,credit_card,RENT,1
55000,7,debt_consolidation,RENT,1
50800,27,debt_consolidation,MORTGAGE,0
82200,13,debt_consolidation,RENT,0
35700,13,debt_consolidation,MORTGAGE,0
69000,13,debt_consolidation,RENT,1
82000,11,debt_consolidation,MORTGAGE,0
66780,18,debt_consolidation,OWN,1
56000,9,debt_consolidation,RENT,0
51000,10,debt_consolidation,RENT,1
70000,10,medical,MORTGAGE,1
76000,11,debt_consolidation,MORTGAGE,1
65000,11,debt_consolidation,RENT,0
17280,2,other,RENT,2
80000,6,debt_consolidation,RENT,0
60000,11,major_purchase,RENT,0
84050,18,debt_consolidation,MORTGAGE,0
38000,9,debt_consolidation,MORTGAGE,0
55000,4,debt_consolidation,RENT,1
90000,6,credit_card,MORTGAGE,0
60000,16,medical,RENT,1
60000,6,credit_card,RENT,0
52000,3,other,MORTGAGE,1
66000,9,debt_consolidation,MORTGAGE,3
30000,4,other,RENT,0
58000,11,debt_consolidation,RENT,0
65000,8,debt_consolidation,MORTGAGE,0
92000,7,credit_card,RENT,0
28000,17,debt_consolidation,RENT,1
61000,14,debt_consolidation,RENT,1
64000,8,debt_consolidation,RENT,0
50000,8,other,RENT,2
125000,6,moving,RENT,0
80000,16,debt_consolidation,RENT,1
75324,11,moving,RENT,2
85000,6,home_improvement,MORTGAGE,1
68588,15,debt_consolidation,MORTGAGE,1
110000,17,small_business,MORTGAGE,1
52000,17,debt_consolidation,RENT,0
1e+05,8,debt_consolidation,MORTGAGE,0
21000,5,debt_consolidation,RENT,0
60396,9,debt_consolidation,MORTGAGE,0
37800,17,debt_consolidation,MORTGAGE,0
53500,17,credit_card,RENT,0
45760,14,debt_consolidation,RENT,1
78000,8,credit_card,MORTGAGE,1
53000,13,debt_consolidation,OWN,2
45000,10,debt_consolidation,RENT,1
70000,15,debt_consolidation,RENT,0
70000,10,credit_card,MORTGAGE,1
16654,6,other,MORTGAGE,0
31000,8,wedding,RENT,1
36000,7,other,RENT,0
90000,15,credit_card,MORTGAGE,2
140000,12,debt_consolidation,MORTGAGE,0
69700,8,debt_consolidation,MORTGAGE,0
34000,19,debt_consolidation,OWN,1
29500,10,credit_card,OWN,0
1e+05,17,credit_card,OWN,0
150000,7,debt_consolidation,RENT,0
30000,9,debt_consolidation,RENT,1
85000,16,wedding,MORTGAGE,0
85000,7,home_improvement,MORTGAGE,0
70443,17,vacation,RENT,3
92400,24,home_improvement,MORTGAGE,1
92000,24,credit_card,MORTGAGE,1
40000,7,debt_consolidation,MORTGAGE,0
52000,8,credit_card,MORTGAGE,0
27000,6,debt_consolidation,RENT,0
70000,10,debt_consolidation,MORTGAGE,1
50000,12,credit_card,RENT,1
60000,11,debt_consolidation,RENT,0
50000,14,debt_consolidation,MORTGAGE,0
60100,9,credit_card,OWN,0
55000,9,debt_consolidation,RENT,0
40000,11,moving,RENT,0
72000,9,debt_consolidation,MORTGAGE,1
51000,6,debt_consolidation,RENT,0
60000,15,credit_card,MORTGAGE,0
60000,17,credit_card,RENT,1
90000,8,debt_consolidation,RENT,2
150000,23,credit_card,MORTGAGE,1
65100,16,debt_consolidation,RENT,4
30000,6,car,RENT,0
98000,8,credit_card,MORTGAGE,0
55120,10,debt_consolidation,RENT,0
38000,17,debt_consolidation,RENT,0
86000,13,debt_consolidation,RENT,0
40000,7,debt_consolidation,RENT,0
64300,10,debt_consolidation,MORTGAGE,0
65000,6,debt_consolidation,MORTGAGE,0
56000,9,debt_consolidation,MORTGAGE,1
42000,7,debt_consolidation,OWN,0
116000,13,credit_card,MORTGAGE,0
122000,17,credit_card,MORTGAGE,0
85000,8,debt_consolidation,MORTGAGE,0
115000,11,credit_card,MORTGAGE,2
2e+05,14,debt_consolidation,MORTGAGE,0
43000,13,debt_consolidation,RENT,1
51600,3,home_improvement,OWN,3
80000,19,debt_consolidation,MORTGAGE,0
50000,7,debt_consolidation,RENT,0
96000,8,credit_card,MORTGAGE,0
55000,12,debt_consolidation,MORTGAGE,1
135000,22,major_purchase,RENT,0
61000,12,debt_consolidation,MORTGAGE,0
49000,11,debt_consolidation,RENT,1
67000,12,credit_card,MORTGAGE,0
60000,8,debt_consolidation,MORTGAGE,2
124000,6,credit_card,MORTGAGE,1
133200,10,debt_consolidation,MORTGAGE,2
51000,15,home_improvement,MORTGAGE,1
145000,9,other,RENT,0
90000,9,home_improvement,OWN,0
60000,18,debt_consolidation,OWN,1
34000,4,debt_consolidation,MORTGAGE,0
50004,8,debt_consolidation,MORTGAGE,4
48113,7,debt_consolidation,MORTGAGE,0
130000,17,debt_consolidation,RENT,3
65000,7,home_improvement,MORTGAGE,1
35000,6,debt_consolidation,OWN,0
99996,18,debt_consolidation,RENT,4
140000,19,debt_consolidation,RENT,0
123500,13,debt_consolidation,RENT,0
101000,24,debt_consolidation,RENT,0
78000,8,small_business,MORTGAGE,0
14700,8,medical,MORTGAGE,0
25000,9,debt_consolidation,MORTGAGE,2
31000,14,debt_consolidation,OWN,1
50000,20,debt_consolidation,MORTGAGE,0
43000,9,credit_card,RENT,0
75000,21,home_improvement,MORTGAGE,1
90000,11,debt_consolidation,MORTGAGE,1
150000,6,wedding,MORTGAGE,0
109890,15,debt_consolidation,RENT,3
30000,7,debt_consolidation,MORTGAGE,0
55000,9,debt_consolidation,MORTGAGE,1
46800,12,credit_card,MORTGAGE,0
150000,4,other,RENT,0
29000,9,debt_consolidation,MORTGAGE,2
110000,14,home_improvement,MORTGAGE,0
50000,11,debt_consolidation,MORTGAGE,0
95000,3,debt_consolidation,MORTGAGE,1
45000,12,credit_card,RENT,1
45500,15,vacation,RENT,3
37000,16,credit_card,RENT,0
60000,24,debt_consolidation,MORTGAGE,3
115904,14,credit_card,MORTGAGE,0
150000,7,home_improvement,RENT,0
31000,6,debt_consolidation,RENT,1
75400,16,debt_consolidation,RENT,0
25000,15,debt_consolidation,RENT,1
102000,11,other,RENT,2
125000,6,debt_consolidation,RENT,1
60000,2,major_purchase,OWN,0
43000,10,moving,RENT,1
1e+05,15,credit_card,MORTGAGE,0
80000,13,other,RENT,1
85000,15,debt_consolidation,MORTGAGE,1
91000,17,home_improvement,MORTGAGE,3
65000,13,small_business,RENT,0
99000,6,credit_card,MORTGAGE,0
35000,11,home_improvement,MORTGAGE,1
51000,14,debt_consolidation,RENT,0
32000,7,debt_consolidation,RENT,0
1e+05,10,debt_consolidation,MORTGAGE,3
73557,16,debt_consolidation,MORTGAGE,0
88000,11,credit_card,MORTGAGE,0
83000,6,debt_consolidation,MORTGAGE,0
45000,20,credit_card,MORTGAGE,0
98000,11,debt_consolidation,RENT,0
41000,8,debt_consolidation,MORTGAGE,1
70000,8,debt_consolidation,MORTGAGE,0
112000,12,debt_consolidation,RENT,0
60000,11,debt_consolidation,RENT,0
79000,7,house,MORTGAGE,2
90000,17,debt_consolidation,RENT,0
55000,8,debt_consolidation,MORTGAGE,0
120000,18,credit_card,MORTGAGE,1
80000,17,credit_card,MORTGAGE,1
39000,6,major_purchase,OWN,0
50000,11,credit_card,RENT,1
112804,5,major_purchase,RENT,0
27600,4,debt_consolidation,RENT,0
60000,9,credit_card,RENT,0
81000,14,debt_consolidation,MORTGAGE,1
45000,11,credit_card,MORTGAGE,0
41000,6,debt_consolidation,RENT,0
45000,10,debt_consolidation,RENT,0
15000,4,credit_card,RENT,0
65000,9,home_improvement,RENT,5
85000,33,medical,RENT,1
42970,7,credit_card,RENT,0
45000,8,debt_consolidation,MORTGAGE,0
41000,9,debt_consolidation,RENT,0
175000,13,debt_consolidation,MORTGAGE,1
46000,9,debt_consolidation,MORTGAGE,1
54816,17,debt_consolidation,RENT,0
60000,5,debt_consolidation,RENT,1
50000,12,credit_card,RENT,0
72000,17,debt_consolidation,RENT,0
75000,10,credit_card,MORTGAGE,0
110000,22,debt_consolidation,MORTGAGE,3
105000,15,debt_consolidation,RENT,1
66333,7,medical,MORTGAGE,3
113000,18,credit_card,MORTGAGE,0
32000,13,other,OWN,1
32000,8,debt_consolidation,MORTGAGE,0
72000,14,credit_card,RENT,0
152000,14,credit_card,MORTGAGE,0
45000,4,small_business,RENT,0
60000,7,credit_card,MORTGAGE,1
34500,4,house,RENT,2
16000,10,credit_card,RENT,0
75000,12,home_improvement,MORTGAGE,1
55000,12,credit_card,RENT,1
43000,12,debt_consolidation,RENT,0
75000,9,debt_consolidation,MORTGAGE,0
35000,10,debt_consolidation,RENT,0
60000,6,debt_consolidation,MORTGAGE,0
160000,12,debt_consolidation,MORTGAGE,0
125000,15,wedding,RENT,1
50000,9,credit_card,OWN,1
45000,15,debt_consolidation,OWN,0
60000,9,debt_consolidation,RENT,0
45000,3,credit_card,RENT,0
87000,7,other,RENT,1
89000,7,debt_consolidation,RENT,0
29000,11,debt_consolidation,OWN,0
103000,4,home_improvement,MORTGAGE,1
28000,6,debt_consolidation,RENT,0
82000,9,credit_card,MORTGAGE,0
1e+05,11,credit_card,MORTGAGE,0
90000,8,debt_consolidation,MORTGAGE,4
65000,22,debt_consolidation,MORTGAGE,1
82409,13,debt_consolidation,RENT,0
95000,17,debt_consolidation,MORTGAGE,1
42000,11,credit_card,RENT,0
60000,19,debt_consolidation,MORTGAGE,3
27996,9,other,MORTGAGE,0
50000,8,debt_consolidation,OWN,0
310000,10,credit_card,RENT,0
112000,13,debt_consolidation,MORTGAGE,0
59000,6,credit_card,OWN,0
90000,6,credit_card,OWN,0
71075,8,debt_consolidation,MORTGAGE,1
72100,7,house,MORTGAGE,0
65000,10,debt_consolidation,RENT,1
89000,12,credit_card,RENT,0
195000,15,home_improvement,MORTGAGE,0
70000,17,debt_consolidation,MORTGAGE,0
92000,12,credit_card,RENT,0
30000,7,other,MORTGAGE,1
140000,17,debt_consolidation,MORTGAGE,2
35000,9,debt_consolidation,RENT,0
52000,12,debt_consolidation,RENT,0
43000,12,debt_consolidation,RENT,0
68000,8,debt_consolidation,RENT,0
80000,11,debt_consolidation,MORTGAGE,2
24000,10,credit_card,MORTGAGE,2
140000,11,debt_consolidation,MORTGAGE,0
150000,14,debt_consolidation,OWN,2
50000,11,debt_consolidation,MORTGAGE,0
32000,8,credit_card,RENT,0
41150,5,other,OWN,0
60000,10,home_improvement,MORTGAGE,0
139523,34,debt_consolidation,OWN,1
37000,9,debt_consolidation,MORTGAGE,0
90000,9,debt_consolidation,RENT,0
20000,5,debt_consolidation,RENT,1
93000,13,credit_card,MORTGAGE,1
40000,10,major_purchase,RENT,2
185000,17,debt_consolidation,MORTGAGE,0
80000,15,home_improvement,MORTGAGE,1
2e+05,9,credit_card,RENT,2
60000,14,debt_consolidation,MORTGAGE,1
115000,18,credit_card,RENT,2
58000,19,debt_consolidation,RENT,3
40800,11,debt_consolidation,MORTGAGE,1
125000,8,credit_card,MORTGAGE,0
255000,13,moving,MORTGAGE,3
175000,8,debt_consolidation,MORTGAGE,1
110000,15,debt_consolidation,RENT,0
32676,5,home_improvement,RENT,0
85000,10,debt_consolidation,RENT,1
80000,11,debt_consolidation,OWN,0
57000,13,debt_consolidation,RENT,1
80000,9,debt_consolidation,RENT,1
115000,9,debt_consolidation,MORTGAGE,1
80000,15,debt_consolidation,MORTGAGE,3
80000,21,debt_consolidation,RENT,1
45000,14,credit_card,RENT,1
160000,14,other,MORTGAGE,1
32000,5,debt_consolidation,RENT,0
45000,23,debt_consolidation,MORTGAGE,0
275000,11,home_improvement,MORTGAGE,2
86000,12,debt_consolidation,MORTGAGE,0
120000,14,debt_consolidation,MORTGAGE,1
1e+05,13,debt_consolidation,MORTGAGE,1
39000,15,credit_card,RENT,0
70000,5,debt_consolidation,OWN,1
165000,7,debt_consolidation,RENT,0
42000,28,debt_consolidation,RENT,2
50000,10,credit_card,OWN,0
115000,7,debt_consolidation,RENT,2
74000,8,debt_consolidation,RENT,0
140000,12,vacation,MORTGAGE,1
41700,11,debt_consolidation,MORTGAGE,0
57770,9,home_improvement,MORTGAGE,0
85000,14,credit_card,MORTGAGE,0
125000,19,credit_card,MORTGAGE,0
38000,12,debt_consolidation,RENT,0
25000,9,home_improvement,OWN,0
52000,11,debt_consolidation,OWN,2
70000,10,home_improvement,MORTGAGE,0
90000,9,debt_consolidation,MORTGAGE,2
50000,8,other,RENT,0
75000,18,home_improvement,MORTGAGE,0
60000,15,debt_consolidation,MORTGAGE,3
50750,11,credit_card,MORTGAGE,0
42000,6,debt_consolidation,RENT,0
62000,9,debt_consolidation,RENT,1
48760,19,debt_consolidation,MORTGAGE,0
82000,13,debt_consolidation,RENT,0
114000,14,credit_card,MORTGAGE,0
26500,5,credit_card,RENT,2
71138,8,debt_consolidation,MORTGAGE,2
74000,12,debt_consolidation,MORTGAGE,3
105000,4,medical,MORTGAGE,0
142560,18,debt_consolidation,MORTGAGE,3
38000,16,debt_consolidation,RENT,2
17280,4,credit_card,RENT,0
95000,14,debt_consolidation,MORTGAGE,0
82000,8,debt_consolidation,MORTGAGE,0
44000,11,credit_card,MORTGAGE,0
137500,36,credit_card,MORTGAGE,4
50000,7,vacation,RENT,0
93000,9,credit_card,MORTGAGE,1
48000,14,debt_consolidation,RENT,0
63000,13,home_improvement,MORTGAGE,1
97000,12,credit_card,RENT,0
51000,12,other,MORTGAGE,0
60000,13,debt_consolidation,MORTGAGE,1
73000,7,credit_card,RENT,0
80000,8,credit_card,MORTGAGE,1
87600,23,credit_card,OWN,1
1e+05,6,home_improvement,OWN,0
90000,11,debt_consolidation,OWN,1
68000,6,debt_consolidation,OWN,0
79100,11,debt_consolidation,MORTGAGE,3
70000,14,debt_consolidation,MORTGAGE,1
68500,15,other,RENT,0
91000,9,debt_consolidation,OWN,0
90000,17,debt_consolidation,MORTGAGE,3
95000,10,credit_card,MORTGAGE,1
50000,10,debt_consolidation,RENT,0
65000,11,debt_consolidation,RENT,1
65000,7,debt_consolidation,RENT,0
65000,19,debt_consolidation,MORTGAGE,2
72000,9,credit_card,RENT,0
171258,14,credit_card,OWN,0
108500,15,credit_card,MORTGAGE,0
37000,8,debt_consolidation,MORTGAGE,0
70000,14,credit_card,MORTGAGE,0
56000,16,other,OWN,0
40000,10,debt_consolidation,RENT,1
30000,6,debt_consolidation,OWN,0
45000,19,credit_card,MORTGAGE,1
55000,7,debt_consolidation,MORTGAGE,1
92000,13,debt_consolidation,MORTGAGE,0
87000,13,debt_consolidation,MORTGAGE,0
75000,4,debt_consolidation,RENT,0
18000,9,debt_consolidation,MORTGAGE,0
39000,10,debt_consolidation,RENT,1
118000,14,debt_consolidation,MORTGAGE,1
60000,13,debt_consolidation,RENT,2
40000,7,debt_consolidation,RENT,0
37000,5,debt_consolidation,MORTGAGE,1
64000,12,debt_consolidation,MORTGAGE,0
70000,6,debt_consolidation,RENT,0
57200,13,debt_consolidation,MORTGAGE,1
65000,26,credit_card,RENT,0
80000,15,debt_consolidation,RENT,4
46000,8,credit_card,MORTGAGE,0
160000,25,debt_consolidation,MORTGAGE,0
11700,16,debt_consolidation,RENT,0
54000,12,debt_consolidation,OWN,0
175000,14,debt_consolidation,MORTGAGE,3
80000,7,credit_card,RENT,0
33800,12,debt_consolidation,RENT,1
850000,12,debt_consolidation,OWN,0
52000,9,debt_consolidation,MORTGAGE,1
40000,7,debt_consolidation,OWN,0
50000,9,other,RENT,1
81000,8,other,RENT,0
171600,8,debt_consolidation,RENT,1
65000,9,debt_consolidation,MORTGAGE,0
70500,9,credit_card,MORTGAGE,1
70000,13,debt_consolidation,RENT,1
60000,7,debt_consolidation,RENT,0
47000,13,debt_consolidation,MORTGAGE,0
70000,12,credit_card,RENT,0
90000,7,debt_consolidation,MORTGAGE,0
70000,4,small_business,OWN,1
125000,5,other,RENT,0
85000,11,debt_consolidation,MORTGAGE,0
48000,7,debt_consolidation,RENT,0
120000,7,debt_consolidation,RENT,1
30000,7,credit_card,MORTGAGE,1
54000,32,debt_consolidation,RENT,0
44000,11,debt_consolidation,RENT,0
47500,12,debt_consolidation,MORTGAGE,1
55000,6,debt_consolidation,RENT,0
125000,10,home_improvement,MORTGAGE,1
63000,15,debt_consolidation,MORTGAGE,1
80000,10,credit_card,MORTGAGE,3
60000,8,debt_consolidation,MORTGAGE,0
73450,11,debt_consolidation,RENT,0
114000,9,credit_card,MORTGAGE,1
58000,5,debt_consolidation,MORTGAGE,0
141000,11,home_improvement,MORTGAGE,0
35000,10,credit_card,OWN,0
85000,15,debt_consolidation,MORTGAGE,0
65000,22,debt_consolidation,MORTGAGE,0
60000,18,debt_consolidation,RENT,1
66000,11,debt_consolidation,MORTGAGE,0
91000,8,debt_consolidation,RENT,0
121000,10,debt_consolidation,MORTGAGE,0
41000,5,debt_consolidation,RENT,1
59000,10,debt_consolidation,MORTGAGE,3
65000,9,debt_consolidation,MORTGAGE,0
2e+05,6,debt_consolidation,MORTGAGE,0
28000,13,debt_consolidation,RENT,0
15500,12,medical,OWN,0
83200,9,debt_consolidation,MORTGAGE,1
44000,16,debt_consolidation,RENT,1
119000,5,home_improvement,MORTGAGE,0
90000,15,credit_card,MORTGAGE,0
72000,13,debt_consolidation,MORTGAGE,3
45000,17,debt_consolidation,RENT,0
95000,6,home_improvement,OWN,0
75000,11,debt_consolidation,MORTGAGE,1
26000,12,credit_card,MORTGAGE,0
83732,5,debt_consolidation,MORTGAGE,2
43000,6,credit_card,MORTGAGE,0
37000,7,debt_consolidation,RENT,0
190000,22,other,RENT,0
80000,8,debt_consolidation,MORTGAGE,0
50000,24,debt_consolidation,RENT,0
70000,8,debt_consolidation,MORTGAGE,0
40000,20,debt_consolidation,MORTGAGE,0
115000,14,house,RENT,2
15000,3,moving,RENT,0
63745,5,debt_consolidation,MORTGAGE,1
42000,13,debt_consolidation,OWN,0
82668,25,debt_consolidation,MORTGAGE,0
50000,7,debt_consolidation,OWN,0
98000,20,debt_consolidation,MORTGAGE,0
110000,20,credit_card,MORTGAGE,1
55000,8,debt_consolidation,MORTGAGE,0
186000,12,credit_card,RENT,0
37000,23,debt_consolidation,RENT,0
109000,7,debt_consolidation,MORTGAGE,0
84000,5,other,RENT,0
50000,15,debt_consolidation,MORTGAGE,1
27840,7,debt_consolidation,RENT,0
75000,11,credit_card,MORTGAGE,3
58000,8,debt_consolidation,RENT,0
42000,16,debt_consolidation,RENT,2
83000,17,debt_consolidation,MORTGAGE,3
111000,15,debt_consolidation,OWN,2
125000,10,debt_consolidation,MORTGAGE,0
49291.4,12,debt_consolidation,MORTGAGE,0
60000,8,debt_consolidation,MORTGAGE,0
103700,12,debt_consolidation,MORTGAGE,0
88000,7,credit_card,RENT,0
11000,4,debt_consolidation,RENT,1
60000,15,debt_consolidation,MORTGAGE,0
64000,9,debt_consolidation,MORTGAGE,0
143000,10,debt_consolidation,MORTGAGE,2
88661,13,debt_consolidation,MORTGAGE,1
12684,7,debt_consolidation,RENT,4
42500,7,debt_consolidation,RENT,0
55000,10,debt_consolidation,MORTGAGE,0
65000,5,credit_card,RENT,0
61000,8,home_improvement,MORTGAGE,1
31678,8,debt_consolidation,RENT,0
40200,16,debt_consolidation,RENT,1
65000,9,debt_consolidation,MORTGAGE,1
25000,12,house,RENT,1
86000,13,debt_consolidation,MORTGAGE,3
35000,10,credit_card,MORTGAGE,0
60000,10,debt_consolidation,RENT,0
57800,7,debt_consolidation,MORTGAGE,2
84000,9,debt_consolidation,RENT,0
25000,8,credit_card,RENT,2
80000,11,moving,RENT,0
80000,6,debt_consolidation,MORTGAGE,0
61000,10,credit_card,MORTGAGE,0
35000,11,debt_consolidation,RENT,0
130000,16,debt_consolidation,RENT,0
50000,7,debt_consolidation,RENT,0
115000,13,debt_consolidation,MORTGAGE,0
83000,8,debt_consolidation,OWN,0
16800,6,home_improvement,OWN,0
119878,21,debt_consolidation,MORTGAGE,0
52000,10,home_improvement,MORTGAGE,1
48000,14,credit_card,MORTGAGE,1
52000,11,debt_consolidation,RENT,0
145000,9,home_improvement,MORTGAGE,0
130000,12,debt_consolidation,MORTGAGE,0
87000,9,debt_consolidation,OWN,0
57000,15,credit_card,RENT,0
35000,9,debt_consolidation,MORTGAGE,0
125000,13,credit_card,MORTGAGE,1
30000,5,debt_consolidation,RENT,0
56000,9,debt_consolidation,MORTGAGE,0
48000,18,debt_consolidation,MORTGAGE,0
25700,8,other,RENT,1
124800,22,debt_consolidation,MORTGAGE,1
55000,11,credit_card,RENT,0
70000,6,debt_consolidation,MORTGAGE,0
70000,20,home_improvement,MORTGAGE,1
46000,8,debt_consolidation,RENT,1
125000,6,debt_consolidation,OWN,0
50000,11,credit_card,RENT,1
62000,14,debt_consolidation,MORTGAGE,0
89000,17,debt_consolidation,MORTGAGE,4
15500,7,credit_card,RENT,1
55000,16,debt_consolidation,RENT,0
60000,12,debt_consolidation,RENT,0
60000,12,debt_consolidation,MORTGAGE,0
146460,11,debt_consolidation,OWN,2
70000,16,debt_consolidation,MORTGAGE,1
60000,12,home_improvement,MORTGAGE,2
79554,25,debt_consolidation,MORTGAGE,0
40000,5,credit_card,RENT,0
111000,5,debt_consolidation,RENT,0
49000,12,debt_consolidation,MORTGAGE,0
18000,3,medical,RENT,0
55380,4,credit_card,RENT,0
35000,8,other,RENT,0
92000,16,debt_consolidation,RENT,1
140000,18,credit_card,OWN,0
56000,8,debt_consolidation,MORTGAGE,0
36000,26,credit_card,RENT,0
51000,12,debt_consolidation,RENT,0
115000,10,debt_consolidation,MORTGAGE,0
80000,8,debt_consolidation,MORTGAGE,0
40000,4,other,RENT,1
25000,15,debt_consolidation,OWN,1
43000,19,debt_consolidation,RENT,0
27000,11,medical,RENT,0
70000,10,home_improvement,MORTGAGE,1
56784,7,debt_consolidation,RENT,0
79808,15,debt_consolidation,RENT,1
175000,15,credit_card,RENT,2
108000,12,debt_consolidation,MORTGAGE,0
60000,11,credit_card,RENT,1
125000,6,credit_card,OWN,1
80000,18,debt_consolidation,MORTGAGE,1
48500,15,debt_consolidation,MORTGAGE,0
90000,13,debt_consolidation,RENT,0
110000,20,wedding,MORTGAGE,2
142000,27,debt_consolidation,RENT,1
60000,16,debt_consolidation,RENT,0
28000,16,debt_consolidation,RENT,2
36000,12,debt_consolidation,MORTGAGE,0
33000,6,debt_consolidation,RENT,0
80000,8,home_improvement,MORTGAGE,0
96000,7,debt_consolidation,MORTGAGE,0
66500,20,credit_card,RENT,2
48000,6,credit_card,RENT,0
51420,9,credit_card,MORTGAGE,1
44000,8,major_purchase,RENT,1
240000,8,credit_card,MORTGAGE,0
82000,7,other,RENT,3
50000,17,credit_card,OWN,0
50000,2,debt_consolidation,RENT,0
74280,25,debt_consolidation,MORTGAGE,0
40000,6,debt_consolidation,RENT,0
60000,10,debt_consolidation,MORTGAGE,3
29000,15,debt_consolidation,RENT,1
90000,32,debt_consolidation,MORTGAGE,3
80000,14,credit_card,RENT,2
50000,12,debt_consolidation,RENT,1
55000,9,credit_card,RENT,0
45000,13,debt_consolidation,MORTGAGE,0
2e+05,14,credit_card,RENT,1
117663,8,debt_consolidation,OWN,0
170000,6,car,MORTGAGE,1
33280,12,credit_card,RENT,0
85000,8,credit_card,RENT,0
45000,12,debt_consolidation,RENT,3
71000,6,debt_consolidation,MORTGAGE,0
43000,15,debt_consolidation,RENT,1
71900,12,credit_card,MORTGAGE,0
1e+05,9,debt_consolidation,MORTGAGE,0
150000,12,medical,MORTGAGE,0
90000,7,debt_consolidation,MORTGAGE,0
115000,11,debt_consolidation,MORTGAGE,2
69950,10,debt_consolidation,MORTGAGE,0
150000,9,home_improvement,RENT,1
47000,14,debt_consolidation,OWN,0
75000,9,debt_consolidation,MORTGAGE,2
77000,12,credit_card,MORTGAGE,1
62500,3,credit_card,MORTGAGE,0
1e+05,15,debt_consolidation,RENT,1
99996,10,debt_consolidation,MORTGAGE,1
56000,15,debt_consolidation,RENT,0
40000,5,credit_card,MORTGAGE,0
30000,11,debt_consolidation,OWN,0
40000,9,major_purchase,MORTGAGE,1
60000,10,debt_consolidation,MORTGAGE,3
90000,9,credit_card,MORTGAGE,0
45000,5,debt_consolidation,RENT,1
40000,11,debt_consolidation,RENT,0
65000,28,credit_card,MORTGAGE,0
150000,14,credit_card,MORTGAGE,0
25392,1,moving,RENT,0
120000,18,home_improvement,MORTGAGE,3
60000,5,debt_consolidation,MORTGAGE,0
33196,6,debt_consolidation,MORTGAGE,0
85000,15,credit_card,MORTGAGE,1
68000,13,debt_consolidation,MORTGAGE,2
40000,3,wedding,RENT,0
55000,18,debt_consolidation,RENT,2
120000,19,credit_card,RENT,3
72000,6,other,MORTGAGE,0
72000,13,debt_consolidation,MORTGAGE,2
42000,7,debt_consolidation,RENT,0
54000,7,car,RENT,1
30680,10,debt_consolidation,RENT,1
89000,7,other,MORTGAGE,2
28981.39,10,credit_card,RENT,1
45768,19,debt_consolidation,RENT,1
35000,34,debt_consolidation,RENT,0
27000,12,debt_consolidation,RENT,2
30996,9,debt_consolidation,RENT,0
